Date,Open,High,Low,Close
2007-02-13T22:00:00.000000000Z,56.819,57.153,55.399,55.748
2007-02-14T22:00:00.000000000Z,55.901,56.568,54.650,55.929
2007-02-15T22:00:00.000000000Z,55.847,57.466,55.526,57.228
2007-02-18T22:00:00.000000000Z,57.422,57.572,56.677,56.981
2007-02-19T22:00:00.000000000Z,57.038,57.130,55.508,56.646
2007-02-20T22:00:00.000000000Z,56.349,58.629,55.949,58.137
2007-02-21T22:00:00.000000000Z,57.999,59.573,57.614,59.240
2007-02-22T22:00:00.000000000Z,59.375,60.439,59.112,59.435
2007-02-25T22:00:00.000000000Z,60.213,60.515,59.467,60.282
2007-02-26T22:00:00.000000000Z,60.195,61.169,59.112,59.278
2007-02-27T22:00:00.000000000Z,59.524,61.209,59.380,60.881
2007-02-28T22:00:00.000000000Z,60.822,61.819,60.163,61.087
2007-03-01T22:00:00.000000000Z,61.058,61.830,60.730,60.741
2007-03-04T22:00:00.000000000Z,60.610,60.791,59.360,59.807
2007-03-05T22:00:00.000000000Z,59.975,60.909,59.975,60.833
2007-03-06T22:00:00.000000000Z,60.943,62.245,60.802,61.942
2007-03-07T22:00:00.000000000Z,61.984,62.341,61.314,61.983
2007-03-08T22:00:00.000000000Z,61.816,62.139,60.645,60.731
2007-03-11T21:00:00.000000000Z,60.259,60.872,59.922,60.494
2007-03-12T21:00:00.000000000Z,60.534,61.893,60.366,60.860
2007-03-13T21:00:00.000000000Z,60.891,61.344,60.381,60.938
2007-03-14T21:00:00.000000000Z,61.024,61.749,60.425,60.849
2007-03-15T21:00:00.000000000Z,60.868,61.856,60.067,60.659
2007-03-16T21:00:00.000000000Z,60.639,60.658,60.639,60.658
2007-03-18T21:00:00.000000000Z,60.809,61.336,60.374,60.993
2007-03-19T21:00:00.000000000Z,61.212,61.310,60.252,60.763
2007-03-20T21:00:00.000000000Z,60.773,61.548,60.588,61.407
2007-03-21T21:00:00.000000000Z,61.417,63.044,61.407,63.014
2007-03-22T21:00:00.000000000Z,63.024,63.890,62.356,63.326
2007-03-23T21:00:00.000000000Z,63.416,63.426,63.416,63.426
2007-03-25T21:00:00.000000000Z,63.575,64.813,63.554,64.672
2007-03-26T21:00:00.000000000Z,64.389,69.206,64.225,68.163
2007-03-27T21:00:00.000000000Z,65.754,66.833,65.370,66.016
2007-03-28T21:00:00.000000000Z,65.985,68.544,65.541,68.283
2007-03-29T21:00:00.000000000Z,68.712,69.319,67.784,68.122
2007-04-01T21:00:00.000000000Z,68.300,69.717,67.626,68.884
2007-04-02T21:00:00.000000000Z,68.671,68.860,67.183,67.851
2007-04-03T21:00:00.000000000Z,67.890,68.646,67.063,68.523
2007-04-04T21:00:00.000000000Z,68.501,68.988,67.632,68.112
2007-04-08T21:00:00.000000000Z,67.998,68.865,66.451,66.820
2007-04-09T21:00:00.000000000Z,66.929,67.732,66.463,67.421
2007-04-10T21:00:00.000000000Z,67.469,68.714,67.377,67.761
2007-04-11T21:00:00.000000000Z,67.828,68.873,67.828,68.732
2007-04-12T21:00:00.000000000Z,68.950,69.587,68.809,68.849
2007-04-15T21:00:00.000000000Z,68.968,69.476,67.294,67.594
2007-04-16T21:00:00.000000000Z,67.844,68.132,66.079,66.259
2007-04-17T21:00:00.000000000Z,66.498,66.607,65.037,66.320
2007-04-18T21:00:00.000000000Z,66.569,67.118,65.914,66.060
2007-04-19T21:00:00.000000000Z,65.888,66.884,65.736,66.864
2007-04-22T21:00:00.000000000Z,66.743,68.432,66.219,68.310
2007-04-23T21:00:00.000000000Z,68.269,68.778,66.798,67.448
2007-04-24T21:00:00.000000000Z,67.386,68.864,67.276,68.733
2007-04-25T21:00:00.000000000Z,68.781,68.975,67.801,68.081
2007-04-26T21:00:00.000000000Z,68.019,68.734,66.922,68.493
2007-04-29T21:00:00.000000000Z,68.552,68.608,67.623,67.712
2007-04-30T21:00:00.000000000Z,67.560,68.878,67.062,67.252
2007-05-01T21:00:00.000000000Z,67.510,67.568,65.731,66.410
2007-05-02T21:00:00.000000000Z,66.389,67.106,65.702,66.281
2007-05-03T21:00:00.000000000Z,66.199,66.946,65.070,65.370
2007-05-06T21:00:00.000000000Z,65.487,65.487,63.892,64.722
2007-05-07T21:00:00.000000000Z,64.590,65.946,64.590,65.674
2007-05-08T21:00:00.000000000Z,65.682,66.219,64.215,65.324
2007-05-09T21:00:00.000000000Z,65.342,66.399,65.260,65.936
2007-05-10T21:00:00.000000000Z,65.743,67.030,65.743,66.847
2007-05-11T21:00:00.000000000Z,66.977,66.977,66.977,66.977
2007-05-13T21:00:00.000000000Z,66.687,67.534,66.581,66.769
2007-05-14T21:00:00.000000000Z,66.807,68.161,65.963,68.090
2007-05-15T21:00:00.000000000Z,67.967,68.555,67.482,67.930
2007-05-16T21:00:00.000000000Z,68.100,70.370,68.100,70.180
2007-05-17T21:00:00.000000000Z,70.370,70.370,69.289,69.469
2007-05-20T21:00:00.000000000Z,69.758,70.837,69.117,70.457
2007-05-21T21:00:00.000000000Z,70.527,70.617,69.476,69.686
2007-05-22T21:00:00.000000000Z,69.706,70.846,69.466,70.716
2007-05-23T21:00:00.000000000Z,70.666,71.816,70.415,70.695
2007-05-24T21:00:00.000000000Z,70.765,71.235,69.845,70.755
2007-05-27T21:00:00.000000000Z,70.463,70.493,69.523,69.803
2007-05-28T21:00:00.000000000Z,70.032,70.252,67.611,68.351
2007-05-29T21:00:00.000000000Z,68.311,68.651,67.171,67.781
2007-05-30T21:00:00.000000000Z,67.991,68.210,66.810,68.210
2007-05-31T21:00:00.000000000Z,68.170,69.260,67.620,68.819
2007-06-03T21:00:00.000000000Z,68.808,70.628,68.718,70.238
2007-06-04T21:00:00.000000000Z,70.257,70.677,69.857,70.457
2007-06-05T21:00:00.000000000Z,70.687,71.386,70.096,70.936
2007-06-06T21:00:00.000000000Z,71.156,71.726,70.516,71.006
2007-06-07T21:00:00.000000000Z,70.925,71.105,68.415,68.725
2007-06-10T21:00:00.000000000Z,68.663,69.653,68.203,69.563
2007-06-11T21:00:00.000000000Z,69.523,69.602,68.312,68.642
2007-06-12T21:00:00.000000000Z,68.612,70.332,68.382,69.741
2007-06-13T21:00:00.000000000Z,69.951,71.291,69.931,70.941
2007-06-14T21:00:00.000000000Z,70.954,71.469,70.312,71.203
2007-06-17T21:00:00.000000000Z,71.220,71.863,70.360,71.737
2007-06-18T21:00:00.000000000Z,71.739,71.894,71.259,71.351
2007-06-19T21:00:00.000000000Z,71.453,71.613,69.232,70.139
2007-06-20T21:00:00.000000000Z,70.211,71.273,69.712,69.943
2007-06-21T21:00:00.000000000Z,69.856,71.177,69.312,70.910
2007-06-24T21:00:00.000000000Z,70.390,71.225,69.529,70.948
2007-06-25T21:00:00.000000000Z,70.960,70.960,69.861,70.093
2007-06-26T21:00:00.000000000Z,69.876,70.780,69.175,70.354
2007-06-27T21:00:00.000000000Z,70.366,70.912,70.081,70.257
2007-06-28T21:00:00.000000000Z,70.319,71.362,70.232,71.126
2007-07-01T21:00:00.000000000Z,71.034,72.548,70.741,72.530
2007-07-02T21:00:00.000000000Z,72.343,72.920,71.948,72.772
2007-07-03T21:00:00.000000000Z,72.625,72.727,72.259,72.501
2007-07-04T21:00:00.000000000Z,72.886,74.771,72.701,74.553
2007-07-05T21:00:00.000000000Z,74.476,75.860,74.121,75.354
2007-07-08T21:00:00.000000000Z,75.433,76.220,74.799,75.684
2007-07-09T21:00:00.000000000Z,75.486,76.524,74.972,76.196
2007-07-10T21:00:00.000000000Z,76.179,76.352,75.230,75.240
2007-07-11T21:00:00.000000000Z,75.271,76.928,75.241,76.193
2007-07-12T21:00:00.000000000Z,76.285,77.644,76.080,77.555
2007-07-15T21:00:00.000000000Z,77.524,78.358,76.513,77.338
2007-07-16T21:00:00.000000000Z,77.473,77.658,76.024,76.595
2007-07-17T21:00:00.000000000Z,76.659,77.810,76.284,77.758
2007-07-18T21:00:00.000000000Z,77.700,78.721,77.557,78.648
2007-07-19T21:00:00.000000000Z,78.510,78.885,78.103,78.423
2007-07-22T21:00:00.000000000Z,78.078,78.325,77.231,77.768
2007-07-23T21:00:00.000000000Z,77.480,77.585,75.614,75.655
2007-07-24T21:00:00.000000000Z,75.559,77.239,74.975,77.239
2007-07-25T21:00:00.000000000Z,77.173,77.860,75.505,75.663
2007-07-26T21:00:00.000000000Z,76.142,77.078,75.337,77.034
2007-07-29T21:00:00.000000000Z,76.440,77.098,76.008,76.173
2007-07-30T21:00:00.000000000Z,76.165,77.735,76.060,77.348
2007-07-31T21:00:00.000000000Z,77.242,77.687,75.358,75.947
2007-08-01T21:00:00.000000000Z,76.010,76.706,74.763,76.430
2007-08-02T21:00:00.000000000Z,76.091,76.535,74.889,74.899
2007-08-05T21:00:00.000000000Z,74.799,75.094,71.231,71.530
2007-08-06T21:00:00.000000000Z,71.655,72.307,70.533,72.022
2007-08-07T21:00:00.000000000Z,71.735,72.321,70.894,71.421
2007-08-08T21:00:00.000000000Z,71.274,71.470,69.502,70.488
2007-08-09T21:00:00.000000000Z,70.482,70.710,69.183,70.708
2007-08-12T21:00:00.000000000Z,70.643,71.980,70.012,70.370
2007-08-13T21:00:00.000000000Z,70.166,70.991,69.746,70.991
2007-08-14T21:00:00.000000000Z,70.985,72.269,70.556,71.482
2007-08-15T21:00:00.000000000Z,71.307,71.307,68.967,69.889
2007-08-16T21:00:00.000000000Z,69.642,70.782,69.077,69.910
2007-08-19T21:00:00.000000000Z,69.187,70.048,68.667,69.594
2007-08-20T21:00:00.000000000Z,69.467,70.230,67.920,68.689
2007-08-21T21:00:00.000000000Z,68.631,69.195,67.950,68.700
2007-08-22T21:00:00.000000000Z,68.732,69.756,68.504,69.607
2007-08-23T21:00:00.000000000Z,69.769,70.604,69.265,70.485
2007-08-26T21:00:00.000000000Z,70.270,70.927,69.290,70.798
2007-08-27T21:00:00.000000000Z,70.810,71.049,70.019,70.221
2007-08-28T21:00:00.000000000Z,70.164,72.086,70.046,72.007
2007-08-29T21:00:00.000000000Z,71.950,72.293,71.199,71.729
2007-08-30T21:00:00.000000000Z,71.861,72.884,71.665,72.519
2007-09-02T21:00:00.000000000Z,72.584,73.349,72.436,73.310
2007-09-03T21:00:00.000000000Z,73.024,73.911,72.661,73.842
2007-09-04T21:00:00.000000000Z,73.875,74.373,73.632,74.363
2007-09-05T21:00:00.000000000Z,74.445,75.600,73.645,74.815
2007-09-06T21:00:00.000000000Z,74.717,75.204,74.111,74.856
2007-09-09T21:00:00.000000000Z,74.842,76.101,73.829,75.771
2007-09-10T21:00:00.000000000Z,75.751,76.412,75.010,76.253
2007-09-11T21:00:00.000000000Z,76.355,77.873,76.058,77.424
2007-09-12T21:00:00.000000000Z,77.597,77.823,77.164,77.399
2007-09-13T21:00:00.000000000Z,77.167,77.543,76.328,76.559
2007-09-16T21:00:00.000000000Z,76.070,77.378,75.756,77.378
2007-09-17T21:00:00.000000000Z,77.316,78.724,76.519,78.503
2007-09-18T21:00:00.000000000Z,78.522,78.797,77.674,78.425
2007-09-19T21:00:00.000000000Z,78.403,79.501,77.990,79.269
2007-09-20T21:00:00.000000000Z,79.338,80.156,78.691,79.161
2007-09-23T21:00:00.000000000Z,79.093,79.659,78.417,78.816
2007-09-24T21:00:00.000000000Z,78.413,78.813,77.367,77.755
2007-09-25T21:00:00.000000000Z,77.874,78.451,76.526,77.717
2007-09-26T21:00:00.000000000Z,77.936,80.366,77.816,80.194
2007-09-27T21:00:00.000000000Z,80.233,81.211,78.994,79.154
2007-09-30T21:00:00.000000000Z,79.387,79.645,77.047,77.808
2007-10-01T21:00:00.000000000Z,77.686,77.866,76.430,77.560
2007-10-02T21:00:00.000000000Z,77.638,77.975,76.972,77.261
2007-10-03T21:00:00.000000000Z,77.059,79.387,76.665,79.076
2007-10-04T21:00:00.000000000Z,78.954,79.342,78.278,78.928
2007-10-07T21:00:00.000000000Z,78.720,78.730,76.232,76.641
2007-10-08T21:00:00.000000000Z,76.479,78.216,75.705,77.474
2007-10-09T21:00:00.000000000Z,77.353,78.728,77.078,78.607
2007-10-10T21:00:00.000000000Z,78.836,80.731,78.753,80.220
2007-10-11T21:00:00.000000000Z,80.118,80.934,79.705,80.682
2007-10-14T21:00:00.000000000Z,80.024,83.018,80.024,83.018
2007-10-15T21:00:00.000000000Z,82.866,84.461,82.866,84.128
2007-10-16T21:00:00.000000000Z,84.021,85.049,83.253,83.483
2007-10-17T21:00:00.000000000Z,83.449,85.398,83.367,85.336
2007-10-18T21:00:00.000000000Z,85.242,85.515,83.647,84.077
2007-10-21T21:00:00.000000000Z,83.620,84.593,82.142,83.775
2007-10-22T21:00:00.000000000Z,83.459,84.527,82.832,83.131
2007-10-23T21:00:00.000000000Z,83.077,85.555,82.885,85.504
2007-10-24T21:00:00.000000000Z,85.511,88.059,85.378,87.826
2007-10-25T21:00:00.000000000Z,88.466,89.767,87.985,89.282
2007-10-28T21:00:00.000000000Z,89.847,90.887,89.143,90.754
2007-10-29T21:00:00.000000000Z,90.037,90.343,87.038,87.178
2007-10-30T21:00:00.000000000Z,87.087,91.524,86.476,91.494
2007-10-31T21:00:00.000000000Z,91.373,92.065,88.898,90.147
2007-11-01T21:00:00.000000000Z,90.227,92.516,89.956,92.313
2007-11-02T21:00:00.000000000Z,92.212,92.212,92.161,92.161
2007-11-04T22:00:00.000000000Z,91.722,92.560,90.437,91.212
2007-11-05T22:00:00.000000000Z,91.459,93.787,91.397,93.696
2007-11-06T22:00:00.000000000Z,94.174,95.379,91.943,92.833
2007-11-07T22:00:00.000000000Z,93.029,94.939,92.467,92.941
2007-11-08T22:00:00.000000000Z,93.617,93.955,91.964,93.319
2007-11-11T22:00:00.000000000Z,92.378,93.562,91.085,91.259
2007-11-12T22:00:00.000000000Z,91.239,92.032,88.047,89.026
2007-11-13T22:00:00.000000000Z,89.051,91.597,89.051,91.125
2007-11-14T22:00:00.000000000Z,91.281,92.134,89.978,90.979
2007-11-15T22:00:00.000000000Z,90.805,92.553,90.600,92.107
2007-11-18T22:00:00.000000000Z,92.820,93.368,91.542,93.146
2007-11-19T22:00:00.000000000Z,92.750,96.627,92.296,96.204
2007-11-20T22:00:00.000000000Z,96.763,96.993,94.567,95.259
2007-11-21T22:00:00.000000000Z,95.677,95.954,94.478,95.111
2007-11-22T22:00:00.000000000Z,95.215,96.437,94.293,96.154
2007-11-25T22:00:00.000000000Z,96.682,97.027,94.682,94.928
2007-11-26T22:00:00.000000000Z,94.894,95.455,92.790,93.090
2007-11-27T22:00:00.000000000Z,92.424,93.770,89.960,90.952
2007-11-28T22:00:00.000000000Z,91.180,93.142,90.072,90.622
2007-11-29T22:00:00.000000000Z,90.488,91.125,88.002,88.506
2007-12-02T22:00:00.000000000Z,89.158,90.698,87.205,90.566
2007-12-03T22:00:00.000000000Z,90.312,90.710,89.228,89.826
2007-12-04T22:00:00.000000000Z,89.942,92.151,88.074,88.473
2007-12-05T22:00:00.000000000Z,88.179,90.892,86.769,90.630
2007-12-06T22:00:00.000000000Z,90.555,90.961,87.657,88.797
2007-12-09T22:00:00.000000000Z,88.626,89.989,87.641,88.300
2007-12-10T22:00:00.000000000Z,88.387,90.467,88.270,89.483
2007-12-11T22:00:00.000000000Z,89.613,94.492,89.446,93.789
2007-12-12T22:00:00.000000000Z,93.759,94.448,92.001,92.298
2007-12-13T22:00:00.000000000Z,92.308,93.720,91.502,92.628
2007-12-16T22:00:00.000000000Z,93.139,93.333,90.991,92.439
2007-12-17T22:00:00.000000000Z,92.434,93.772,90.175,90.987
2007-12-18T22:00:00.000000000Z,91.416,93.112,90.590,92.361
2007-12-19T22:00:00.000000000Z,92.406,93.336,91.464,91.929
2007-12-20T22:00:00.000000000Z,91.792,93.719,91.386,93.091
2007-12-23T22:00:00.000000000Z,93.138,93.522,92.044,93.471
2007-12-25T22:00:00.000000000Z,93.936,95.702,93.454,94.648
2007-12-26T22:00:00.000000000Z,94.692,96.505,93.896,95.575
2007-12-27T22:00:00.000000000Z,95.790,96.469,94.390,94.749
2007-12-30T22:00:00.000000000Z,94.785,95.787,93.752,94.523
2008-01-01T22:00:00.000000000Z,94.807,98.463,94.615,98.109
2008-01-02T22:00:00.000000000Z,97.907,98.927,97.493,98.078
2008-01-03T22:00:00.000000000Z,98.077,98.418,96.575,97.174
2008-01-04T22:00:00.000000000Z,97.144,97.144,97.144,97.144
2008-01-06T22:00:00.000000000Z,96.536,97.795,94.040,95.097
2008-01-07T22:00:00.000000000Z,94.946,96.989,94.731,95.750
2008-01-08T22:00:00.000000000Z,95.659,96.949,94.339,94.717
2008-01-09T22:00:00.000000000Z,94.732,95.305,92.355,92.894
2008-01-10T22:00:00.000000000Z,93.048,93.392,91.014,91.322
2008-01-11T22:00:00.000000000Z,91.432,91.472,91.322,91.472
2008-01-13T22:00:00.000000000Z,91.181,93.131,91.120,93.019
2008-01-14T22:00:00.000000000Z,93.108,93.312,90.422,91.089
2008-01-15T22:00:00.000000000Z,90.858,91.053,88.806,89.970
2008-01-16T22:00:00.000000000Z,89.920,90.967,88.498,88.957
2008-01-17T22:00:00.000000000Z,89.027,90.254,88.825,89.620
2008-01-18T22:00:00.000000000Z,89.499,89.499,89.499,89.499
2008-01-20T22:00:00.000000000Z,89.849,89.898,87.597,87.686
2008-01-21T22:00:00.000000000Z,87.353,89.091,85.235,88.478
2008-01-22T22:00:00.000000000Z,88.538,88.895,86.615,87.717
2008-01-23T22:00:00.000000000Z,87.687,89.633,87.098,89.331
2008-01-24T22:00:00.000000000Z,89.281,91.599,89.251,91.206
2008-01-27T22:00:00.000000000Z,90.593,91.929,89.506,91.647
2008-01-28T22:00:00.000000000Z,91.726,92.549,91.200,92.549
2008-01-29T22:00:00.000000000Z,92.509,92.965,91.640,92.069
2008-01-30T22:00:00.000000000Z,92.158,92.961,90.329,91.999
2008-01-31T22:00:00.000000000Z,92.119,92.623,89.086,89.535
2008-02-01T22:00:00.000000000Z,89.585,89.725,89.575,89.705
2008-02-03T22:00:00.000000000Z,89.654,91.229,88.739,90.577
2008-02-04T22:00:00.000000000Z,90.617,90.657,88.166,88.846
2008-02-05T22:00:00.000000000Z,88.796,89.681,87.616,87.786
2008-02-06T22:00:00.000000000Z,87.733,88.847,86.908,88.847
2008-02-07T22:00:00.000000000Z,88.576,92.372,88.576,92.010
2008-02-10T22:00:00.000000000Z,92.418,94.533,91.132,93.581
2008-02-11T22:00:00.000000000Z,93.329,94.083,92.144,92.741
2008-02-12T22:00:00.000000000Z,92.660,93.962,92.473,93.381
2008-02-13T22:00:00.000000000Z,93.489,95.473,93.398,94.940
2008-02-14T22:00:00.000000000Z,94.890,95.721,93.972,94.752
2008-02-15T22:00:00.000000000Z,94.742,94.752,94.742,94.742
2008-02-17T22:00:00.000000000Z,94.476,95.387,94.408,94.668
2008-02-18T22:00:00.000000000Z,94.698,98.627,94.658,98.378
2008-02-19T22:00:00.000000000Z,98.368,99.159,96.720,98.440
2008-02-20T22:00:00.000000000Z,98.540,98.950,95.373,95.613
2008-02-21T22:00:00.000000000Z,95.663,97.603,95.613,97.224
2008-02-22T22:00:00.000000000Z,97.054,97.054,97.054,97.054
2008-02-24T22:00:00.000000000Z,97.758,98.119,96.300,97.790
2008-02-25T22:00:00.000000000Z,97.620,99.991,97.061,99.861
2008-02-26T22:00:00.000000000Z,99.761,100.481,97.963,98.163
2008-02-27T22:00:00.000000000Z,98.313,101.224,97.434,100.864
2008-02-28T22:00:00.000000000Z,100.814,101.155,99.626,100.066
2008-03-02T22:00:00.000000000Z,99.921,102.241,99.172,100.712
2008-03-03T22:00:00.000000000Z,100.483,101.283,96.965,97.935
2008-03-04T22:00:00.000000000Z,97.955,101.996,97.496,101.906
2008-03-05T22:00:00.000000000Z,101.796,102.917,100.268,102.528
2008-03-06T22:00:00.000000000Z,102.498,103.919,101.349,102.590
2008-03-07T22:00:00.000000000Z,102.630,102.630,102.630,102.630
2008-03-09T21:00:00.000000000Z,102.284,104.365,101.185,104.226
2008-03-10T21:00:00.000000000Z,104.246,105.787,103.307,105.207
2008-03-11T21:00:00.000000000Z,105.187,106.439,104.089,106.329
2008-03-12T21:00:00.000000000Z,106.269,107.781,105.570,107.431
2008-03-13T21:00:00.000000000Z,107.341,108.003,106.233,107.559
2008-03-14T21:00:00.000000000Z,107.558,107.659,107.558,107.659
2008-03-16T21:00:00.000000000Z,108.372,109.334,100.910,103.477
2008-03-17T21:00:00.000000000Z,103.303,107.466,102.951,106.389
2008-03-18T21:00:00.000000000Z,106.369,106.387,101.353,101.671
2008-03-19T21:00:00.000000000Z,101.580,101.967,99.114,101.104
2008-03-23T21:00:00.000000000Z,100.222,100.667,99.896,100.472
2008-03-24T21:00:00.000000000Z,100.039,102.027,99.927,101.652
2008-03-25T21:00:00.000000000Z,101.702,105.092,101.652,104.859
2008-03-26T21:00:00.000000000Z,104.857,106.499,104.325,105.370
2008-03-27T21:00:00.000000000Z,105.368,106.254,103.872,104.218
2008-03-28T21:00:00.000000000Z,104.176,104.176,104.176,104.176
2008-03-30T21:00:00.000000000Z,103.671,106.033,99.815,101.089
2008-03-31T21:00:00.000000000Z,101.169,102.110,99.630,100.635
2008-04-01T21:00:00.000000000Z,100.644,104.591,99.689,104.195
2008-04-02T21:00:00.000000000Z,104.192,105.066,102.576,103.316
2008-04-03T21:00:00.000000000Z,103.376,105.590,103.248,105.374
2008-04-04T21:00:00.000000000Z,105.293,105.293,105.293,105.293
2008-04-06T21:00:00.000000000Z,105.114,107.893,105.017,107.352
2008-04-07T21:00:00.000000000Z,107.350,108.165,106.113,106.876
2008-04-08T21:00:00.000000000Z,107.159,109.828,106.076,108.769
2008-04-09T21:00:00.000000000Z,108.667,110.328,107.138,108.552
2008-04-10T21:00:00.000000000Z,108.612,109.362,107.944,108.949
2008-04-11T21:00:00.000000000Z,108.948,108.948,108.948,108.948
2008-04-13T21:00:00.000000000Z,108.392,110.109,108.224,109.916
2008-04-14T21:00:00.000000000Z,109.913,112.135,109.768,111.420
2008-04-15T21:00:00.000000000Z,111.460,112.556,109.920,112.556
2008-04-16T21:00:00.000000000Z,112.596,113.149,111.535,112.334
2008-04-17T21:00:00.000000000Z,112.374,113.998,110.433,113.929
2008-04-18T21:00:00.000000000Z,113.899,113.979,113.899,113.959
2008-04-20T21:00:00.000000000Z,113.995,114.628,112.832,114.451
2008-04-21T21:00:00.000000000Z,114.441,116.544,113.748,115.967
2008-04-22T21:00:00.000000000Z,115.838,116.413,114.405,116.115
2008-04-23T21:00:00.000000000Z,116.025,116.668,112.527,113.976
2008-04-24T21:00:00.000000000Z,114.017,117.377,112.322,116.450
2008-04-25T21:00:00.000000000Z,116.480,116.480,116.480,116.480
2008-04-27T21:00:00.000000000Z,116.187,117.359,115.922,116.554
2008-04-28T21:00:00.000000000Z,116.406,116.406,112.876,113.066
2008-04-29T21:00:00.000000000Z,113.307,114.530,111.086,112.195
2008-04-30T21:00:00.000000000Z,112.616,112.616,108.306,110.145
2008-05-01T21:00:00.000000000Z,110.095,114.688,109.699,114.658
2008-05-02T21:00:00.000000000Z,114.369,114.369,114.369,114.369
2008-05-04T21:00:00.000000000Z,114.445,118.468,114.116,118.109
2008-05-05T21:00:00.000000000Z,118.050,120.894,117.605,120.246
2008-05-06T21:00:00.000000000Z,120.206,122.703,119.273,122.703
2008-05-07T21:00:00.000000000Z,122.573,123.850,120.821,123.531
2008-05-08T21:00:00.000000000Z,123.581,125.836,123.245,124.437
2008-05-11T21:00:00.000000000Z,125.587,125.587,122.465,122.685
2008-05-12T21:00:00.000000000Z,122.755,124.931,121.918,124.153
2008-05-13T21:00:00.000000000Z,124.174,124.644,121.432,121.722
2008-05-14T21:00:00.000000000Z,121.533,123.388,120.250,121.610
2008-05-15T21:00:00.000000000Z,121.621,124.754,121.189,123.456
2008-05-16T21:00:00.000000000Z,123.575,123.575,123.526,123.526
2008-05-18T21:00:00.000000000Z,123.856,124.593,122.262,124.018
2008-05-19T21:00:00.000000000Z,124.019,126.693,123.154,126.540
2008-05-20T21:00:00.000000000Z,126.481,132.212,126.481,132.133
2008-05-21T21:00:00.000000000Z,132.123,133.784,128.714,129.124
2008-05-22T21:00:00.000000000Z,129.462,132.460,128.868,129.562
2008-05-23T21:00:00.000000000Z,129.513,129.513,129.513,129.513
2008-05-25T21:00:00.000000000Z,130.117,131.454,130.117,131.247
2008-05-26T21:00:00.000000000Z,131.898,132.328,126.817,127.237
2008-05-27T21:00:00.000000000Z,127.187,130.289,125.098,129.719
2008-05-28T21:00:00.000000000Z,129.124,131.881,125.225,125.898
2008-05-29T21:00:00.000000000Z,126.006,128.118,124.093,127.408
2008-06-01T21:00:00.000000000Z,126.471,128.485,124.967,127.002
2008-06-02T21:00:00.000000000Z,126.992,127.408,123.546,123.958
2008-06-03T21:00:00.000000000Z,123.939,124.293,121.179,122.813
2008-06-04T21:00:00.000000000Z,121.039,127.340,120.754,127.063
2008-06-05T21:00:00.000000000Z,127.064,137.568,126.686,136.784
2008-06-06T21:00:00.000000000Z,136.625,136.865,136.625,136.865
2008-06-08T21:00:00.000000000Z,136.820,137.098,132.074,133.654
2008-06-09T21:00:00.000000000Z,133.657,137.360,130.210,130.874
2008-06-10T21:00:00.000000000Z,131.006,136.928,131.006,135.227
2008-06-11T21:00:00.000000000Z,134.901,136.513,131.226,135.958
2008-06-12T21:00:00.000000000Z,135.981,135.981,132.942,134.242
2008-06-13T21:00:00.000000000Z,133.994,133.994,133.816,133.816
2008-06-15T21:00:00.000000000Z,134.006,138.463,132.174,133.142
